,modality,abcd_structure,abcd_description,atlas_description,atlas,atlas_value,atlas_fname
smri_thick_cdk_paracnrh,smri,abcd_smrip10201,Cortical thickness in mm of APARC ROI rh-paracentral,ctx-rh-paracentral,Desikan,2017,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_thick_cdk_parsopcrh,smri,abcd_smrip10201,Cortical thickness in mm of APARC ROI rh-parsopercularis,ctx-rh-parsopercularis,Desikan,2018,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_thick_cdk_parsobisrh,smri,abcd_smrip10201,Cortical thickness in mm of APARC ROI rh-parsorbitalis,ctx-rh-parsorbitalis,Desikan,2019,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_thick_cdk_parstgrisrh,smri,abcd_smrip10201,Cortical thickness in mm of APARC ROI rh-parstriangularis,ctx-rh-parstriangularis,Desikan,2020,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_thick_cdk_periccrh,smri,abcd_smrip10201,Cortical thickness in mm of APARC ROI rh-pericalcarine,ctx-rh-pericalcarine,Desikan,2021,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_thick_cdk_postcnrh,smri,abcd_smrip10201,Cortical thickness in mm of APARC ROI rh-postcentral,ctx-rh-postcentral,Desikan,2022,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_thick_cdk_ptcaterh,smri,abcd_smrip10201,Cortical thickness in mm of APARC ROI rh-posteriorcingulate,ctx-rh-posteriorcingulate,Desikan,2023,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_thick_cdk_precnrh,smri,abcd_smrip10201,Cortical thickness in mm of APARC ROI rh-precentral,ctx-rh-precentral,Desikan,2024,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_thick_cdk_pcrh,smri,abcd_smrip10201,Cortical thickness in mm of APARC ROI rh-precuneus,ctx-rh-precuneus,Desikan,2025,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_thick_cdk_rracaterh,smri,abcd_smrip10201,Cortical thickness in mm of APARC ROI rh-rostralanteriorcingulate,ctx-rh-rostralanteriorcingulate,Desikan,2026,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_thick_cdk_rrmdfrrh,smri,abcd_smrip10201,Cortical thickness in mm of APARC ROI rh-rostralmiddlefrontal,ctx-rh-rostralmiddlefrontal,Desikan,2027,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_thick_cdk_sufrrh,smri,abcd_smrip10201,Cortical thickness in mm of APARC ROI rh-superiorfrontal,ctx-rh-superiorfrontal,Desikan,2028,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_thick_cdk_suplrh,smri,abcd_smrip10201,Cortical thickness in mm of APARC ROI rh-superiorparietal,ctx-rh-superiorparietal,Desikan,2029,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_thick_cdk_sutmrh,smri,abcd_smrip10201,Cortical thickness in mm of APARC ROI rh-superiortemporal,ctx-rh-superiortemporal,Desikan,2030,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_thick_cdk_smrh,smri,abcd_smrip10201,Cortical thickness in mm of APARC ROI rh-supramarginal,ctx-rh-supramarginal,Desikan,2031,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_thick_cdk_frpolerh,smri,abcd_smrip10201,Cortical thickness in mm of APARC ROI rh-frontalpole,ctx-rh-frontalpole,Desikan,2032,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_thick_cdk_tmpolerh,smri,abcd_smrip10201,Cortical thickness in mm of APARC ROI rh-temporalpole,ctx-rh-temporalpole,Desikan,2033,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_thick_cdk_trvtmrh,smri,abcd_smrip10201,Cortical thickness in mm of APARC ROI rh-transversetemporal,ctx-rh-transversetemporal,Desikan,2034,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_thick_cdk_insularh,smri,abcd_smrip10201,Cortical thickness in mm of APARC ROI rh-insula,ctx-rh-insula,Desikan,2035,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_vol_scs_crbwmatterlh,smri,abcd_smrip10201,Volume in mm^3 of ASEG ROI left-cerebellum-white-matter,,Subcortical,,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/harvox-subcortical-maxprob-thr50-2mm.nii
smri_vol_scs_crbcortexlh,smri,abcd_smrip10201,Volume in mm^3 of ASEG ROI left-cerebellum-cortex,,Subcortical,,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/harvox-subcortical-maxprob-thr50-2mm.nii
smri_vol_scs_tplh,smri,abcd_smrip10201,Volume in mm^3 of ASEG ROI left-thalamus-proper,Left Thalamus,Subcortical,4,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/harvox-subcortical-maxprob-thr50-2mm.nii
smri_vol_scs_caudatelh,smri,abcd_smrip10201,Volume in mm^3 of ASEG ROI left-caudate,Left Caudate,Subcortical,5,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/harvox-subcortical-maxprob-thr50-2mm.nii
smri_vol_scs_putamenlh,smri,abcd_smrip10201,Volume in mm^3 of ASEG ROI left-putamen,Left Putamen,Subcortical,6,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/harvox-subcortical-maxprob-thr50-2mm.nii
smri_vol_scs_pallidumlh,smri,abcd_smrip10201,Volume in mm^3 of ASEG ROI left-pallidum,Left Pallidum,Subcortical,7,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/harvox-subcortical-maxprob-thr50-2mm.nii
smri_vol_scs_bstem,smri,abcd_smrip10201,Volume in mm^3 of ASEG ROI brain-stem,Brain-Stem,Subcortical,8,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/harvox-subcortical-maxprob-thr50-2mm.nii
smri_vol_scs_hpuslh,smri,abcd_smrip10201,Volume in mm^3 of ASEG ROI left-hippocampus,Left Hippocampus,Subcortical,9,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/harvox-subcortical-maxprob-thr50-2mm.nii
smri_vol_scs_amygdalalh,smri,abcd_smrip10201,Volume in mm^3 of ASEG ROI left-amygdala,Left Amygdala,Subcortical,10,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/harvox-subcortical-maxprob-thr50-2mm.nii
smri_vol_scs_aal,smri,abcd_smrip10201,Volume in mm^3 of ASEG ROI left-accumbens-area,Left Accumbens,Subcortical,11,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/harvox-subcortical-maxprob-thr50-2mm.nii
smri_vol_scs_vedclh,smri,abcd_smrip10201,Volume in mm^3 of ASEG ROI left-ventraldc,,Subcortical,,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/harvox-subcortical-maxprob-thr50-2mm.nii
smri_vol_scs_crbwmatterrh,smri,abcd_smrip10201,Volume in mm^3 of ASEG ROI right-cerebellum-white-matter,,Subcortical,,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/harvox-subcortical-maxprob-thr50-2mm.nii
smri_vol_scs_crbcortexrh,smri,abcd_smrip10201,Volume in mm^3 of ASEG ROI right-cerebellum-cortex,,Subcortical,,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/harvox-subcortical-maxprob-thr50-2mm.nii
smri_vol_scs_tprh,smri,abcd_smrip10201,Volume in mm^3 of ASEG ROI right-thalamus-proper,Right Thalamus,Subcortical,15,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/harvox-subcortical-maxprob-thr50-2mm.nii
smri_vol_scs_caudaterh,smri,abcd_smrip10201,Volume in mm^3 of ASEG ROI right-caudate,Right Caudate,Subcortical,16,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/harvox-subcortical-maxprob-thr50-2mm.nii
smri_vol_scs_putamenrh,smri,abcd_smrip10201,Volume in mm^3 of ASEG ROI right-putamen,Right Putamen,Subcortical,17,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/harvox-subcortical-maxprob-thr50-2mm.nii
smri_vol_scs_pallidumrh,smri,abcd_smrip10201,Volume in mm^3 of ASEG ROI right-pallidum,Right Pallidum,Subcortical,18,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/harvox-subcortical-maxprob-thr50-2mm.nii
smri_vol_scs_hpusrh,smri,abcd_smrip10201,Volume in mm^3 of ASEG ROI right-hippocampus,Right Hippocampus,Subcortical,19,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/harvox-subcortical-maxprob-thr50-2mm.nii
smri_vol_scs_amygdalarh,smri,abcd_smrip10201,Volume in mm^3 of ASEG ROI right-amygdala,Right Amygdala,Subcortical,20,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/harvox-subcortical-maxprob-thr50-2mm.nii
smri_vol_scs_aar,smri,abcd_smrip10201,Volume in mm^3 of ASEG ROI right-accumbens area,Right Accumbens,Subcortical,21,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/harvox-subcortical-maxprob-thr50-2mm.nii
smri_vol_scs_vedcrh,smri,abcd_smrip10201,Volume in mm^3 of ASEG ROI right-ventraldc,,Subcortical,,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/harvox-subcortical-maxprob-thr50-2mm.nii
smri_vol_cdk_banksstslh,smri,abcd_smrip10201,Cortical volume in mm^3 of APARC ROI lh-Banks of Superior Temporal Sulcus,,Desikan,1001.0,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_vol_cdk_cdacatelh,smri,abcd_smrip10201,Cortical volume in mm^3 of APARC ROI lh-caudalanteriorcingulate,,Desikan,1002.0,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_vol_cdk_cdmdfrlh,smri,abcd_smrip10201,Cortical volume in mm^3 of APARC ROI lh-caudalmiddlefrontal,,Desikan,1003.0,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_vol_cdk_cuneuslh,smri,abcd_smrip10201,Cortical volume in mm^3 of APARC ROI lh-cuneus,,Desikan,1005.0,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_vol_cdk_ehinallh,smri,abcd_smrip10201,Cortical volume in mm^3 of APARC ROI lh-entorhinal,,Desikan,1006.0,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_vol_cdk_fusiformlh,smri,abcd_smrip10201,Cortical volume in mm^3 of APARC ROI lh-fusiform,,Desikan,1007.0,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_vol_cdk_ifpllh,smri,abcd_smrip10201,Cortical volume in mm^3 of APARC ROI lh-inferiorparietal,,Desikan,1008.0,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_vol_cdk_iftmlh,smri,abcd_smrip10201,Cortical volume in mm^3 of APARC ROI lh-inferiortemporal,,Desikan,1009.0,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_vol_cdk_ihcatelh,smri,abcd_smrip10201,Cortical volume in mm^3 of APARC ROI lh-isthmuscingulate,,Desikan,1010.0,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_vol_cdk_locclh,smri,abcd_smrip10201,Cortical volume in mm^3 of APARC ROI lh-lateraloccipital,,Desikan,1011.0,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_vol_cdk_lobfrlh,smri,abcd_smrip10201,Cortical volume in mm^3 of APARC ROI lh-lateralorbitofrontal,,Desikan,1012.0,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_vol_cdk_linguallh,smri,abcd_smrip10201,Cortical volume in mm^3 of APARC ROI lh-lingual,,Desikan,1013.0,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_vol_cdk_mobfrlh,smri,abcd_smrip10201,Cortical volume in mm^3 of APARC ROI lh-medialorbitofrontal,,Desikan,1014.0,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_vol_cdk_mdtmlh,smri,abcd_smrip10201,Cortical volume in mm^3 of APARC ROI lh-middletemporal,,Desikan,1015.0,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_vol_cdk_parahpallh,smri,abcd_smrip10201,Cortical volume in mm^3 of APARC ROI lh-parahippocampal,,Desikan,1016.0,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_vol_cdk_paracnlh,smri,abcd_smrip10201,Cortical volume in mm^3 of APARC ROI lh-paracentral,,Desikan,1017.0,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_vol_cdk_parsopclh,smri,abcd_smrip10201,Cortical volume in mm^3 of APARC ROI lh-parsopercularis,,Desikan,1018.0,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_vol_cdk_parsobislh,smri,abcd_smrip10201,Cortical volume in mm^3 of APARC ROI lh-parsorbitalis,,Desikan,1019.0,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_vol_cdk_parstgrislh,smri,abcd_smrip10201,Cortical volume in mm^3 of APARC ROI lh-parstriangularis,,Desikan,1020.0,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_vol_cdk_pericclh,smri,abcd_smrip10201,Cortical volume in mm^3 of APARC ROI lh-pericalcarine,,Desikan,1021.0,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_vol_cdk_postcnlh,smri,abcd_smrip10201,Cortical volume in mm^3 of APARC ROI lh-postcentral,,Desikan,1022.0,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_vol_cdk_ptcatelh,smri,abcd_smrip10201,Cortical volume in mm^3 of APARC ROI lh-posteriorcingulate,,Desikan,1023.0,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_vol_cdk_precnlh,smri,abcd_smrip10201,Cortical volume in mm^3 of APARC ROI lh-precentral,,Desikan,1024.0,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_vol_cdk_pclh,smri,abcd_smrip10201,Cortical volume in mm^3 of APARC ROI lh-precuneus,,Desikan,1025.0,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_vol_cdk_rracatelh,smri,abcd_smrip10201,Cortical volume in mm^3 of APARC ROI lh-rostralanteriorcingulate,,Desikan,1026.0,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_vol_cdk_rrmdfrlh,smri,abcd_smrip10201,Cortical volume in mm^3 of APARC ROI lh-rostralmiddlefrontal,,Desikan,1027.0,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_vol_cdk_sufrlh,smri,abcd_smrip10201,Cortical volume in mm^3 of APARC ROI lh-superiorfrontal,,Desikan,1028.0,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_vol_cdk_supllh,smri,abcd_smrip10201,Cortical volume in mm^3 of APARC ROI lh-superiorparietal,,Desikan,1029.0,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_vol_cdk_sutmlh,smri,abcd_smrip10201,Cortical volume in mm^3 of APARC ROI lh-superiortemporal,,Desikan,1030.0,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_vol_cdk_smlh,smri,abcd_smrip10201,Cortical volume in mm^3 of APARC ROI lh-supramarginal,,Desikan,1031.0,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_vol_cdk_frpolelh,smri,abcd_smrip10201,Cortical volume in mm^3 of APARC ROI lh-frontalpole,,Desikan,1032.0,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_vol_cdk_tmpolelh,smri,abcd_smrip10201,Cortical volume in mm^3 of APARC ROI lh-temporalpole,,Desikan,1033.0,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_vol_cdk_trvtmlh,smri,abcd_smrip10201,Cortical volume in mm^3 of APARC ROI lh-transversetemporal,,Desikan,1034.0,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_vol_cdk_insulalh,smri,abcd_smrip10201,Cortical volume in mm^3 of APARC ROI lh-insula,,Desikan,1035.0,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_vol_cdk_banksstsrh,smri,abcd_smrip10201,Cortical volume in mm^3 of APARC ROI rh-Banks of Superior Temporal Sulcus,,Desikan,2001.0,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_vol_cdk_cdacaterh,smri,abcd_smrip10201,Cortical volume in mm^3 of APARC ROI rh-caudalanteriorcingulate,,Desikan,2002.0,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_vol_cdk_cdmdfrrh,smri,abcd_smrip10201,Cortical volume in mm^3 of APARC ROI rh-caudalmiddlefrontal,,Desikan,2003.0,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_vol_cdk_cuneusrh,smri,abcd_smrip10201,Cortical volume in mm^3 of APARC ROI rh-cuneus,,Desikan,2005.0,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_vol_cdk_ehinalrh,smri,abcd_smrip10201,Cortical volume in mm^3 of APARC ROI rh-entorhinal,,Desikan,2006.0,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_vol_cdk_fusiformrh,smri,abcd_smrip10201,Cortical volume in mm^3 of APARC ROI rh-fusiform,,Desikan,2007.0,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_vol_cdk_ifplrh,smri,abcd_smrip10201,Cortical volume in mm^3 of APARC ROI rh-inferiorparietal,,Desikan,2008.0,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_vol_cdk_iftmrh,smri,abcd_smrip10201,Cortical volume in mm^3 of APARC ROI rh-inferiortemporal,,Desikan,2009.0,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_vol_cdk_ihcaterh,smri,abcd_smrip10201,Cortical volume in mm^3 of APARC ROI rh-isthmuscingulate,,Desikan,2010.0,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_vol_cdk_loccrh,smri,abcd_smrip10201,Cortical volume in mm^3 of APARC ROI rh-lateraloccipital,,Desikan,2011.0,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_vol_cdk_lobfrrh,smri,abcd_smrip10201,Cortical volume in mm^3 of APARC ROI rh-lateralorbitofrontal,,Desikan,2012.0,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_vol_cdk_lingualrh,smri,abcd_smrip10201,Cortical volume in mm^3 of APARC ROI rh-lingual,,Desikan,2013.0,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_vol_cdk_mobfrrh,smri,abcd_smrip10201,Cortical volume in mm^3 of APARC ROI rh-medialorbitofrontal,,Desikan,2014.0,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_vol_cdk_mdtmrh,smri,abcd_smrip10201,Cortical volume in mm^3 of APARC ROI rh-middletemporal,,Desikan,2015.0,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_vol_cdk_parahpalrh,smri,abcd_smrip10201,Cortical volume in mm^3 of APARC ROI rh-parahippocampal,,Desikan,2016.0,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_vol_cdk_paracnrh,smri,abcd_smrip10201,Cortical volume in mm^3 of APARC ROI rh-paracentral,,Desikan,2017.0,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_vol_cdk_parsopcrh,smri,abcd_smrip10201,Cortical volume in mm^3 of APARC ROI rh-parsopercularis,,Desikan,2018.0,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_vol_cdk_parsobisrh,smri,abcd_smrip10201,Cortical volume in mm^3 of APARC ROI rh-parsorbitalis,,Desikan,2019.0,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_vol_cdk_parstgrisrh,smri,abcd_smrip10201,Cortical volume in mm^3 of APARC ROI rh-parstriangularis,,Desikan,2020.0,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_vol_cdk_periccrh,smri,abcd_smrip10201,Cortical volume in mm^3 of APARC ROI rh-pericalcarine,,Desikan,2021.0,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_vol_cdk_postcnrh,smri,abcd_smrip10201,Cortical volume in mm^3 of APARC ROI rh-postcentral,,Desikan,2022.0,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_vol_cdk_ptcaterh,smri,abcd_smrip10201,Cortical volume in mm^3 of APARC ROI rh-posteriorcingulate,,Desikan,2023.0,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_vol_cdk_precnrh,smri,abcd_smrip10201,Cortical volume in mm^3 of APARC ROI rh-precentral,,Desikan,2024.0,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
smri_vol_cdk_pcrh,smri,abcd_smrip10201,Cortical volume in mm^3 of APARC ROI rh-precuneus,,Desikan,2025.0,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
